class_name,almond,apple,apricot,asparagus,avocado,banana,bean sprouts,biscuit,blueberry,bread,broccoli,cabbage,cake,candy,carrot,cashew,cauliflower,celery stick,cheese butter,cherry,chicken duck,chocolate,cilantro mint,coffee,corn,crab,cucumber,date,dried cranberries,egg,egg tart,eggplant,fig,fish,french beans,french fries,fried meat,garlic,ginger,grape,green beans,hamburg,hanamaki baozi,ice cream,juice,king oyster mushroom,kiwi,lamb,lemon,lettuce,mango,melon,milk,milkshake,noodles,okra,olives,onion,orange,other ingredients,oyster mushroom,pasta,peach,peanut,pear,pepper,pie,pineapple,pizza,pork,potato,pudding,pumpkin,rape,raspberry,red beans,rice,salad,sauce,sausage,shellfish,shiitake,shrimp,snow peas,soup,soy,spring onion,steak,strawberry,tea,tofu,tomato,walnut,watermelon,white button mushroom,white radish,wine,wonton dumplings
almond,1.0,-0.005977054630450285,-0.6507281063920811,0.7037453742785748,-0.4975098450046933,0.23967019239724063,0.2301837163127335,-0.23046820031457993,0.8797844091926472,-0.6900101941652141,-0.230940335887591,-0.8701706842637134,-0.2722224864008167,0.7430164225013398,-0.4229627485770737,0.9363424088097688,-0.2982114511541627,0.22509824554795588,0.48645762400362424,0.8772100174201317,-0.6210264496543545,0.9445725509728278,0.9183645537109232,0.37423464716350596,-0.7515576947289864,-0.8738485115765062,-0.10254377401478965,-0.46254326925513034,0.22009589578245714,-0.6660805782740922,-0.10426445400572759,-0.11212041119126503,-0.2663557884871661,-0.6142920963611975,0.18506903817532327,-0.8238643893066404,-0.4513351378899033,0.8485579224840916,-0.8134831351218943,0.3386723803585564,0.1847152707917603,-0.6075013844354837,-0.663290975024617,-0.033676917927351724,-0.44355566221944587,-0.7123254058129396,0.6227394191782508,-0.3057059738962675,-0.5531104298035796,0.4407476797280726,-0.21345644959092702,-0.38989769789649875,-0.36347544190590364,-0.6219582150040845,0.572124316638607,0.34093202358145913,0.6981479184434779,0.8825982792569246,-0.2334601610669842,0.5304670063503759,-0.6008005138128301,-0.8719880871257906,-0.12858694631629564,0.23063336156246717,-0.8124738636852467,0.7770546916940497,-0.594554162994426,-0.13141127716756418,-0.07685183700261788,-0.5792462331846255,-0.6035602988409419,-0.4005015268145078,-0.3099937380679647,-0.18118642344270786,0.5463217271970532,-0.11793906826639144,-0.734189818416763,-0.2777287436158855,-0.13122831331423668,0.46243958778525274,0.21801647574758343,0.8569777549158251,-0.7640968307110194,0.6681825498235832,-0.49828328712510706,-0.7859226380182212,0.9384757407967788,-0.28663498641105134,0.4121412115866603,0.14821891504922236,0.752589042681295,0.17260724243110703,0.7935227748138546,0.4564205592495252,0.8376726359423879,0.1662681415038706,-0.41251057405115166,-0.8228075366313523
apple,-0.005977054630450285,1.0,0.00027831209097584075,-0.20778095396279816,0.757305477846091,0.3944336741082457,-0.29551875007593087,-0.2159239225193177,-0.08603502108625016,-0.08958206151628811,-0.025613251831360317,0.22733870019511937,-0.1470149504204783,0.19403231511247543,0.06810520737755177,0.1467182185797158,0.29371494002512877,0.10550699399340602,-0.015281636672415555,-0.2379850346590655,-0.10904344531358445,-0.09248702185950486,-0.23792532360011376,-0.30799677926660163,0.051825635125826164,0.09390880588966732,0.5996068409919223,-0.04728709588608293,-0.09182961370775233,0.23166044531635832,-0.08946457212289194,-0.25573315980528033,0.19205363088904637,-0.14057220107633106,0.014411060095860462,0.16151067016095588,-0.1547100790810052,-0.006834986648242003,0.25083163492584415,0.17597909189315075,0.1914622209971013,0.31538284434700836,0.24930905409939963,0.08477331529849452,0.05397519964281006,0.2293736395184548,0.32545575355343914,-0.2123473748910667,0.1590105676498037,0.31741546711967317,0.16916987858272936,0.3722459881999305,0.2026160936625625,0.06941583025158127,-0.0010723359777495833,-0.3499036293296507,-0.20327421710343696,0.08408566489696434,-0.015728609922297077,-0.1912655981843019,-0.04845464953005574,0.2401592554282922,0.4176744908536323,0.009851417832185239,0.512951981610852,-0.08633424355095443,-0.16712530521648628,0.30293653732655845,0.03649994510647925,-0.26401933511155296,0.20309763105824918,-0.0632708107501776,0.49481914741476374,-0.4380670489602083,-0.5532023326948741,-0.24717941458150805,-0.06630779214111326,-0.04915545008857869,-0.829928932071414,-0.42375672418099697,-0.0550733746130867,-0.11307897923801602,0.4751970150916831,-0.14863898100226103,-0.32589690294010687,-0.2452889800448097,0.03423285891513039,-0.3968805094995944,-0.4004449057187447,0.012108779592401309,-0.030036141512868042,0.058985667924292384,-0.2985054735817123,0.018644704852550098,0.030715505224095385,0.7430178221638696,0.009624886307667668,0.2931456835894195
apricot,-0.6507281063920811,0.00027831209097584075,1.0,-0.7889588599870363,0.19323186339762766,-0.20486350801768727,-0.4859862494756424,-0.3424676925676846,-0.4704882367474199,0.6463511225240017,-0.20032832043671767,0.33548089412886284,-0.006926099707365019,-0.17033850488342206,0.4210377022582157,-0.6207837465561856,0.4925266698419378,-0.22272671780682418,0.010550533630737546,-0.47189080849450704,0.27169608047006866,-0.5546782613541037,-0.6673751662412561,0.04548105982523398,0.2118694593253091,0.48631518416298225,-0.448410021848872,0.3613695149838241,0.16578613109895257,0.7358490817163282,-0.17386962229445024,-0.2657813456933098,-0.34765593052001087,0.2413786787174027,-0.6396227464159321,0.3329130286611357,0.1008216596359115,-0.6371945298975321,0.6457549739883108,-0.3086595929069813,-0.7069496492050686,0.6604958213802349,0.49054548137498066,0.23908405550192469,0.8986490986134583,0.07697841834749808,-0.6560863116729276,-0.04767319508266188,0.5482587854017723,-0.07206602861036293,0.5438801760881307,0.7085171880644764,0.7004552327187579,0.8930655572308515,-0.664779569410582,-0.6464398891658207,-0.34842080325677394,-0.35147872391896584,0.6829152175052723,-0.8072192467351473,0.7789557091641179,0.41123920574609973,0.46291217884661484,-0.7988401090994528,0.6487161030516179,-0.4948602026463862,0.16252832987279597,0.3503971651381388,-0.30649612527687964,0.23069746408146696,0.8856614247322692,0.7262654051171303,0.6722169695888914,-0.2792805386963362,-0.6337385980536179,-0.38613243535122055,0.3218613033253259,-0.24700391422684587,0.14661608668534254,-0.07334663281539977,-0.5893771307212563,-0.722050615431908,0.4736561208630513,-0.24749875766477625,0.7052085524786977,0.23170027076688737,-0.47048814839280295,0.00894002414291084,-0.34846596662814155,0.38191430513170466,-0.30074695856435074,0.3759962707142861,-0.8599361599611088,0.23122400198675286,-0.8255289676631239,-0.021262207691082446,0.8591826120789308,0.5231979112556003
asparagus,0.7037453742785748,-0.20778095396279816,-0.7889588599870363,1.0,-0.39510609364324734,0.25379756903652173,0.35915431837741063,0.14846197856954202,0.5123853467140803,-0.6214184686721529,-0.0650600863928783,-0.4744295238583458,-0.22510642211366338,0.3569568645992365,-0.020590705375047147,0.6544405522263554,-0.3193199845510879,0.49484801729022054,0.20780090560836306,0.5615521251431245,-0.4036505444625327,0.6116532983101621,0.8165422768188549,0.16112369023020934,-0.20418677362807736,-0.398588604810858,0.1820634509999699,-0.5986861156960461,-0.03409829714586832,-0.6964742624840148,0.11034160966207462,-0.0004232044409187008,-0.039418844422882016,-0.37205538344015565,0.7714412901044546,-0.41941027098571815,-0.23393151337879692,0.5917832779617396,-0.7355400601137756,0.3228887865238034,0.5642351055265079,-0.717927809922704,-0.6266381729002739,-0.0767609635677593,-0.6728426066725226,-0.22732729859202894,0.4793832600979696,-0.17641648476864358,-0.34932750265409473,0.2920972984308685,-0.32350624153618535,-0.5360959294997221,-0.5706844674355747,-0.6721967533827131,0.8354999906533145,0.5066106488190517,0.44760256332063986,0.5482797038969947,-0.36622583559894295,0.7125864980849599,-0.7569623902646434,-0.4863359067142339,-0.3066257399665755,0.48123368676791356,-0.7535875635041682,0.6332661953350438,-0.29963656143733,-0.25453358151018257,0.07502756822680257,-0.3489282607435027,-0.7666216929215539,-0.5287388816476142,-0.5842373693368603,0.1138430124469838,0.5453956141309331,0.06104831234333341,-0.29453508974062137,-0.09648639754673938,0.09355972086231135,0.35167599877936717,0.2927319047507022,0.6085165226366602,-0.6350809230058894,0.5618906719327438,-0.31729513504257345,-0.28160905791557367,0.6679295431571562,-0.10469810657821799,0.3220210180100517,-0.08819557912142728,0.4875987263175917,-0.08743441938248075,0.8093950380565272,-0.004341297862301197,0.7102729059501268,-0.18870516085032896,-0.685292764305292,-0.6352933520869868
avocado,-0.4975098450046933,0.757305477846091,0.19323186339762766,-0.39510609364324734,1.0,0.16674507710795994,-0.2175082205860821,0.12264062046835966,-0.5644535561331443,0.338760866410438,0.23091996214409893,0.6973452852976955,0.11884650999805413,-0.3571946288927641,0.20756191231638532,-0.3851334094389418,0.19929691564785923,0.057078158266911094,-0.3182566289406643,-0.6794001354396983,0.28095556865443205,-0.6337724368760935,-0.5774488112293623,-0.4895088972019741,0.4381860996702067,0.5544801879567898,0.7154842696340734,0.17894391521599395,-0.3692630865178219,0.34441329037849844,0.16119358679146045,-0.04552533640959844,0.4377058038256796,0.25062985197635435,0.06264572062306151,0.6047582177232536,0.2054623164005941,-0.40940950359017103,0.6103717262325001,-0.06060388549755835,0.17752326171721855,0.43484240469231117,0.5791582916375876,-0.028709707902236037,0.07949987532843394,0.6917345711824615,0.14870395335269782,0.06520058141502294,0.3391030486290936,0.053908066124618514,0.14742466089415607,0.2908584081799802,0.1638012574312424,0.129262019052389,-0.18882735835689113,-0.22821928456436757,-0.5181769791701591,-0.39551290518206894,-0.0008092920684417138,-0.2511391854435616,0.028994212447195467,0.6484154554783017,0.29942621719848983,0.098353649408366,0.7799786762691451,-0.4496156815282648,0.24203266115176703,0.25790163687239986,0.18652608041542973,0.14436250150159735,0.2603874351554585,-0.07187797674882712,0.3803445735888029,-0.12625998862066345,-0.6869668716536976,-0.04292021066969576,0.2891625796069627,0.19624105679194337,-0.6104092836564121,-0.5022343771021585,-0.012995025309471275,-0.36516461007863743,0.7897894547191723,-0.4909672083458232,-0.17849300028964965,0.260702519701273,-0.4727552147420324,-0.09348317168419018,-0.4318452532325736,-0.18493327423698958,-0.4035020917317409,-0.18042323149026052,-0.5544550097564129,-0.2902743780297279,-0.2354924640173497,0.6239281309567706,0.08458755644149685,0.5764745204096577
banana,0.23967019239724063,0.3944336741082457,-0.20486350801768727,0.25379756903652173,0.16674507710795994,1.0,-0.5862239946329524,-0.6574072670664277,0.4322201832000082,-0.7042199407067624,-0.7491022764425008,-0.15773270650060156,-0.859739846035076,0.39227535870702934,0.3888993871854296,0.49160070104474896,0.5970019201236508,0.8159007485279642,0.6859946976880676,0.3494657721941642,-0.808896671084276,0.29356227635129417,0.10747631762777832,0.5260151761406042,0.035642595385179665,0.00995141992355486,0.21518803476625759,-0.6273375285306915,0.6313084985558185,-0.10349142706405767,-0.5577232233481317,-0.5782562568974521,-0.3177007352483967,-0.8094409912580764,0.2691831502538182,-0.40094670682727207,-0.8430886629500904,0.4783590470078627,-0.49611293698005765,0.8606719171393145,0.21586493638911008,0.14514323533296913,-0.6582856609269463,0.754824452857312,0.11777958520698428,-0.23008327225058878,0.37686152250420846,-0.8336824929281899,0.49831213431229293,0.6735168493546781,0.627576285617624,0.3989745031102919,0.4409859611366467,-0.17827375111789445,0.40042571401474203,-0.38024662350496286,0.562541875362145,0.4428115424792467,0.354981372686049,-0.3029994500974058,-0.08235171690921694,-0.12544633176204845,0.6090705102806185,-0.1273687030203421,-0.10686408387419033,0.672704123192645,-0.801438341345543,0.7917623004399935,-0.7132958725658041,-0.8383991103198429,0.04201994903865314,0.27285000159447903,0.28622996899031095,-0.7293019441720923,-0.04778725221604074,-0.3955042003391651,-0.10346373368527728,-0.6274116814556527,-0.33925750482456407,0.2291381811675417,-0.5042494041588914,0.07333590569764048,-0.11676732476405527,0.5642186229552479,-0.05611988441996907,-0.5538592279700196,0.4033888641598198,-0.8799783926030522,-0.3542761867837092,0.623502688963969,0.5531292206280259,0.5432274411503346,0.13080461287615242,0.3849052028950004,0.36840837496774514,0.253828858060158,0.012096025674964372,-0.06398351818688597
bean sprouts,0.2301837163127335,-0.29551875007593087,-0.4859862494756424,0.35915431837741063,-0.2175082205860821,-0.5862239946329524,1.0,0.7741636049723046,-0.1210725383817326,0.049765529235651695,0.7362361304258439,-0.08653126011792378,0.7451155980623195,-0.29731067132366285,-0.593075789099923,-0.047312539442174284,-0.8599578684114824,-0.47850057962019377,-0.6021099979317865,-0.01961686950604169,0.47814485395402406,0.08133909662556693,0.35105260485561496,-0.4592322685732122,-0.21856500043869254,-0.3156367400918261,0.1665545132028271,0.3477304456354895,-0.7258581755154268,-0.4819000379246101,0.7289373983237442,0.8572427350409931,0.5865843666808702,0.48488589252215286,0.24038292257323657,0.11324300342529925,0.596938303983088,0.09520905097612475,0.015325461237670646,-0.5850554748132648,0.18590246080762107,-0.6566764326057282,0.19748824728544212,-0.7772847770132891,-0.6863024990005173,0.1890072885887235,0.2787000889312553,0.7757514316962625,-0.7812716772976098,-0.6139300925307216,-0.9078496560896205,-0.8161487465054356,-0.7626067482579879,-0.465863369043374,0.08601643704608297,0.8674014599539508,-0.30198470981570935,-0.1896517246817877,-0.8599792487962499,0.8168005688445332,-0.4930483685313547,-0.17249923885920393,-0.8844802969085181,0.6559971945874757,-0.2807429047128911,-0.20743544626160038,0.5287358440848194,-0.8438458853583786,0.8001687974033966,0.5648781175191396,-0.6835000193854055,-0.7427941924190482,-0.7908015349486215,0.8267519656251747,0.4820714255262444,0.743444173767952,-0.2376946740428303,0.7417342723750296,0.2092403290531688,-0.2944899459040935,0.9222126028099585,0.39546799019144496,-0.224962641678762,-0.4080420546314336,-0.45063891934191824,0.2686997491763756,-0.05840414529706539,0.7249919988513363,0.5447440452392606,-0.7728193891054878,-0.35357955792539175,-0.8450254580532004,0.42322169651094077,-0.5453101463514529,0.1911344763617593,-0.14597410586703896,-0.5797670477526036,-0.3831735501222431
biscuit,-0.23046820031457993,-0.2159239225193177,-0.3424676925676846,0.14846197856954202,0.12264062046835966,-0.6574072670664277,0.7741636049723046,1.0,-0.5169065312895502,0.3832065005972738,0.9172883491672593,0.4086921498487741,0.8405187717014566,-0.625749285684857,-0.3533995329939814,-0.4164612429794481,-0.7331248521519345,-0.4736542800714978,-0.859163394990982,-0.4570536283770448,0.7694911606653643,-0.373506283220435,-0.06021096488416022,-0.7131719887893408,0.27599773608671185,0.15740740014650978,0.4223695534570717,0.3885638990133562,-0.8549756696085686,-0.20758152476257385,0.7407381547405799,0.7683148288148114,0.7685845265771024,0.7911007939534944,0.3625536535196131,0.5729384532040741,0.8392486448442257,-0.33781019367005727,0.3403193323018444,-0.6330579191827468,0.3894855178046426,-0.3634991414668378,0.5087711238336167,-0.7927852313395161,-0.644429317951531,0.6412251845170491,-0.0009422591111236667,0.8697038943853799,-0.4963797085514463,-0.6947625757998512,-0.8410827997834187,-0.7073260052388304,-0.727990296117691,-0.29866334238743697,-0.010869547220834885,0.7026318378517521,-0.6131742628989716,-0.5820785011932039,-0.7768765031819136,0.6438937509915297,-0.33594792750617586,0.3114470759387935,-0.7809917416651904,0.7255196363506944,0.06943465487023959,-0.5645084224201502,0.8433280294679254,-0.8126607487266577,0.9062264546248048,0.7883545889457885,-0.5043708490159551,-0.6723153434110594,-0.6483044559897466,0.9123050015959825,0.17185276344298384,0.6887678161634045,0.22826779961124943,0.8950696401385407,0.12498228872570982,-0.4565322990248921,0.813896010093706,0.0522994269219651,0.1918070294500107,-0.6560064072746534,-0.31898736819731677,0.7047292937497801,-0.47616602092680194,0.8217801760835645,0.2784481162158622,-0.9145669475803728,-0.6339197187989221,-0.9127674759252222,0.17618699172644947,-0.8344436668326503,-0.04710011109133827,-0.20589179097345722,-0.5556864219216195,0.056457267475896744
blueberry,0.8797844091926472,-0.08603502108625016,-0.4704882367474199,0.5123853467140803,-0.5644535561331443,0.4322201832000082,-0.1210725383817326,-0.5169065312895502,1.0,-0.7434057840305197,-0.5415553154948807,-0.8676718562988133,-0.5295045475321078,0.8166987822408105,-0.3176504520397909,0.9239051715008245,-0.0440690270525077,0.3625635193159915,0.7165394175116386,0.969992070734255,-0.811444266407797,0.9565712288690186,0.741287453419083,0.6832705431620464,-0.7194931110428611,-0.8033105079886302,-0.2713083069307298,-0.5025551317073946,0.5720174917718239,-0.5683088998627404,-0.4073655530888405,-0.3253597017338483,-0.4728042222519828,-0.7972347130869797,0.0035344092765124957,-0.9316802227292424,-0.7033387866882859,0.88977157927475,-0.8727612822480113,0.5852827836652083,0.030056601602290067,-0.3844585762703754,-0.807501023959039,0.26848369172018516,-0.1815546318765826,-0.8478745741408082,0.47987784794115107,-0.5577175150658076,-0.25825543048826805,0.5453086797743117,0.12554340953881482,-0.18194019910384363,-0.08001919984721928,-0.49186087593343064,0.40977461014451655,0.06799159814230404,0.9161913372372409,0.8860048409845367,0.10106912915485933,0.17454177061610232,-0.38063489498123504,-0.8831324384590769,0.13195269516737018,-0.04469310009266558,-0.8002185763676686,0.9009627793386109,-0.7949444138525585,0.18646556692139482,-0.4450554260933737,-0.7588315235156595,-0.3903559562183885,-0.09599846795720679,-0.12029933303633822,-0.42050507462783293,0.5533668449834332,-0.282131747260276,-0.6860259996920828,-0.5226368481947197,-0.05880984989212057,0.6338219573924456,-0.11505004285162013,0.752399044839588,-0.7879387462627514,0.8033317236818157,-0.33020918734889393,-0.8699060488766954,0.895150197854146,-0.5229288384582049,0.28827317173121636,0.4783925721676683,0.8993393171361165,0.4854533484188768,0.7147255122512336,0.6581615074511131,0.7515859091851949,0.10177768346701421,-0.13374911961744607,-0.7488012886656912
bread,-0.6900101941652141,-0.08958206151628811,0.6463511225240017,-0.6214184686721529,0.338760866410438,-0.7042199407067624,0.049765529235651695,0.3832065005972738,-0.7434057840305197,1.0,0.5323092757890212,0.5546847341583309,0.6083819883006135,-0.5208546088226962,0.1045039739193454,-0.7918237980905671,-0.0612289484888251,-0.6010508062979811,-0.5762178160336489,-0.7000221100657624,0.8144995435466342,-0.7407684503789718,-0.5550065743479833,-0.5175220856788607,0.3433588194475905,0.5264697598274348,-0.11742471257943099,0.5920056471248988,-0.49279557036296295,0.49834055307586533,0.4050277473120998,0.21173669830593556,0.15116874100497446,0.7980693914907299,-0.40242086803093535,0.6817949021430266,0.7648851819632921,-0.7781165573080502,0.8432625815989246,-0.7054570348174078,-0.3664680726489751,0.30482260860363186,0.8576248180071055,-0.4275268536469241,0.28750098976461147,0.5176816819078153,-0.47601343731796275,0.5618637590825677,0.11355709981449547,-0.43661393398729853,-0.07916228229292321,0.1154334160729471,0.007758693927404692,0.514950858041569,-0.5974072212619956,-0.08652717638022511,-0.6953502702308414,-0.6103827460914175,0.13046570677391667,-0.2197998800654699,0.3424442520247952,0.5348805648029482,-0.10272060131040828,-0.2289458415571759,0.6379583041358461,-0.8280958536230407,0.75868323991373,-0.24177760809481819,0.3853170221455231,0.7671979430145288,0.46357132877876284,0.0789630574521456,0.1617896060864712,0.3659625247442041,-0.47928272222270163,0.07126188413279688,0.45237392246574437,0.3236438676913316,0.19526265943493148,-0.20562324554107514,0.0012615472462528254,-0.4929290280487366,0.6389033259015557,-0.6391498864369423,0.32058318164607225,0.6638426785517018,-0.6807936287270653,0.6312241865190272,0.03389200801478509,-0.32994057476037053,-0.6058273995730106,-0.23594864057622011,-0.6640345768531695,-0.23855984912783956,-0.6719464697257713,-0.07836762838487576,0.31542989687547884,0.5234124942302628
