class_name,almond,apple,apricot,asparagus,avocado,banana,bean sprouts,biscuit,blueberry,bread,broccoli,cabbage,cake,candy,carrot,cashew,cauliflower,celery stick,cheese butter,cherry,chicken duck,chocolate,cilantro mint,coffee,corn,crab,cucumber,date,dried cranberries,egg,egg tart,eggplant,fig,fish,french beans,french fries,fried meat,garlic,ginger,grape,green beans,hamburg,hanamaki baozi,ice cream,juice,king oyster mushroom,kiwi,lamb,lemon,lettuce,mango,melon,milk,milkshake,noodles,okra,olives,onion,orange,other ingredients,oyster mushroom,pasta,peach,peanut,pear,pepper,pie,pineapple,pizza,pork,potato,pudding,pumpkin,rape,raspberry,red beans,rice,salad,sauce,sausage,shellfish,shiitake,shrimp,snow peas,soup,soy,spring onion,steak,strawberry,tea,tofu,tomato,walnut,watermelon,white button mushroom,white radish,wine,wonton dumplings
almond,1.0,0.7665377497926533,-0.6574981330028442,-0.5357031314568923,0.5257124232241652,0.5272943005711188,0.8933028127828805,0.6998404423326369,-0.06414157843848822,0.0764801879610123,-0.21185574146663555,0.14911582338527385,0.8213048860574782,0.7999546693114474,-0.519659817548431,0.8764425888449527,0.15334073476978027,-0.08429115876510895,0.24813421424854787,-0.2621428121408904,-0.4422523882928999,0.0031138815425029165,-0.49748674649054747,-0.7310081572027207,-0.3650733859342685,-0.44184579816216085,0.7262804808389561,0.11186239141464593,-0.7498449539683889,0.4741796564896008,0.6380882933646521,0.19512117750974078,0.6790608306258643,0.25884115855908774,-0.5973350646463222,-0.0627665083286113,-0.47442083694059156,0.8429665255931934,0.6469190846782178,-0.5123729016432947,-0.4212965306198797,-0.8120892984563677,0.4322710872522699,0.22789220108761954,-0.5576156854472245,-0.05264865890526327,0.6411309323804355,0.42243232278799026,0.32008979565746143,-0.5274123229905114,-0.37921098188281044,-0.12729375862545877,0.06518619299095718,-0.07765943669460618,0.13883958412797104,0.017570094282933768,-0.4866652814386576,0.4434434447393294,-0.20861370901698417,0.8941854635718726,-0.5850990595125154,0.08193791108087489,-0.23820876234106092,0.7142173372325623,0.826871710341324,-0.2785914300752188,0.1830674644043666,0.22927322613408296,0.8570576749096219,-0.6018914754580493,0.023032444811218356,-0.33563363969471993,-0.14769275408984672,-0.44350353609513915,-0.25388843626855495,-0.018056723520678775,0.15158291423629455,0.8199322272055742,-0.8082185494967224,-0.5912275147516346,0.6569963976325388,0.11537318254940654,0.4144716395489687,-0.8762583915089004,-0.5373413045182334,-0.8831971204292353,-0.008060900446139607,-0.6975292062950993,-0.12836250592246157,-0.80499359862895,-0.3813614958433573,-0.6403707139451527,0.23498733811606354,-0.4962067807355939,0.2489030469201674,0.695790993640557,-0.10374048465850483,0.10375389856066441
apple,0.7665377497926533,1.0,-0.6301872810621179,-0.33210072683915426,0.19503228681036933,0.24133952842859263,0.6331520996588962,0.30584433514581466,-0.05687355424543128,-0.2002733785294335,-0.08391079181309302,-0.08235995924883643,0.7359039078436251,0.7120502868267161,-0.35314598102403605,0.7662777992654302,-0.27059173112213153,-0.2787753648089084,-0.09910008561371941,0.06294749665568133,-0.3294967533045112,0.1465914656022913,-0.31909794415119586,-0.7037572212014527,-0.25973510941928346,-0.3453719918106013,0.5037364275336684,0.4552460743937907,-0.42463451964468524,0.26029259362138757,0.5431879946768511,0.3040214461456845,0.8285234765704999,0.009667024294146231,-0.39865676141666695,0.004707065227053553,-0.1842313677264078,0.4612446211216523,0.23764855054500722,-0.14490051326065978,-0.2087424414922543,-0.7408940682139642,0.3930098803546709,-0.1618106517016864,-0.43367414714214503,0.005798769850490992,0.522249161028756,0.40705166859276876,0.11155432184581349,-0.5460706842431025,-0.1559211667255993,-0.24113936740243647,-0.3172128812867019,-0.38945560167947413,-0.2183022261456249,0.1342377714190579,-0.3296582369718004,0.32572376879457554,-0.005101022241086328,0.7180416232709672,-0.8277233363723795,-0.07199041666121131,-0.02355170223328784,0.5433019865959879,0.6690144389467882,0.18991647409367673,-0.0906939870315282,0.15310272653637935,0.873694191842403,-0.40892006019149685,-0.3022201105846707,-0.5285217784056253,0.020777238314121038,-0.24645262891805464,-0.05002997978565715,0.28390376917853577,-0.24870342843212212,0.6192698059900726,-0.6990337645643703,-0.2620344478581398,0.6153617461745093,0.1120785385067451,0.24505187109241233,-0.7308089195994782,-0.5891782096019202,-0.7356121899903738,0.021551490015377706,-0.5207428423149771,0.32435179073216913,-0.6137541757746923,-0.3867672727503806,-0.30310010733353643,0.3630467450329238,-0.16055599943844778,-0.17689624684989713,0.7843521876757499,-0.004587927740498765,-0.1429469002715924
apricot,-0.6574981330028442,-0.6301872810621179,1.0,0.012616598058988071,-0.22048038896106292,0.052451225682235814,-0.7486006990379761,-0.03849516475930148,-0.5803926912632598,0.6078606407378677,-0.24870835572775185,-0.5434536299095698,-0.7346062367585762,-0.6523195883418582,0.9163902146106208,-0.4149352654180831,0.2343900093476673,0.14055386780947055,0.266690021064945,-0.2717853813822799,0.6988022157466793,-0.38667494681278636,-0.1013485468875106,0.2224150247887996,0.7514274905074834,0.7855838511158387,-0.6623580153131274,-0.5110962054310977,0.17018782596327053,-0.11546482544365144,-0.29613629547994136,-0.6927703545546513,-0.8639810860998001,0.5006902499923246,0.08871704734013086,0.6828236681828324,0.31753687286588383,-0.472514416652577,-0.13527924409685466,-0.23979696074013845,-0.003563993538469923,0.40005758399508595,0.0677935716746697,0.060463807944038606,0.5675885681595286,0.13854080085417442,-0.6658604132995376,-0.6671193146261754,0.07803206360854387,0.18689297120462012,0.7449592409029863,0.61916122732759,0.20770616837516576,0.30427780314457564,0.4217332508528868,-0.4531656712705139,-0.23210451586495306,-0.5098618122310656,0.5729184264076312,-0.36736080543635197,0.7016899810797115,0.4817664179878667,0.44459420546833295,-0.5841104075173802,-0.4738062778246772,-0.09989606002258866,0.5476279757813071,0.1956420482451604,-0.5032098457357113,0.3264887681636641,0.458627529590079,0.6908393649142588,0.4281825309748606,-0.19571368204648132,-0.5041224033849372,-0.49458418269988647,0.25525058453170457,-0.8349489952140292,0.7832290560877726,0.22713030380074806,-0.9318339341120869,-0.45932718921402715,0.22302989839664933,0.5559485163884861,0.8895215340847678,0.8567658088156432,-0.41511990740494564,0.3411824301936208,-0.19970764343191805,0.3304949776459809,0.8232783679119858,0.8158352691624507,-0.015083504900915035,0.6955491021959413,-0.00605200428622199,-0.8829966576902126,-0.5917984582104969,0.4105836432643739
asparagus,-0.5357031314568923,-0.33210072683915426,0.012616598058988071,1.0,-0.10337446248725746,-0.72698319929022,-0.17418798105850986,-0.5822089472961052,0.24879827151542655,-0.4693662693770766,0.8559360151020107,0.00886058996203487,-0.2787364059751243,-0.5998223568290841,-0.026149891780698153,-0.5243783276978125,-0.6621839272770478,0.2539084330440209,-0.6839668249336497,0.1446982403825019,0.371588796574138,0.5402728420652589,0.9674756029004316,0.5419786175304026,-0.11957450157999361,-0.44869693995027427,0.07489149841527953,0.5564958408867198,0.44000867306951363,-0.5816880862732563,-0.02365812872506723,0.5596672950946922,-0.0578251553619058,-0.6173410566621469,0.9712333290111004,-0.2388102130873977,0.5693228277207655,-0.7513717334389687,-0.7356957902034043,0.5324031207683051,0.9112924196663337,0.5587760218245738,-0.1269131457087167,-0.750000783975334,-0.2718421831554507,0.575601594929414,0.22595921289340593,0.2081291463318098,-0.48626604773835114,0.803412371843021,-0.11907323145404436,-0.4288179035330919,-0.6841894924888756,-0.6523228779932757,-0.5267290647321516,0.7872233902245058,0.7044592542545356,-0.6478903809934575,-0.1186679859582267,-0.7120165700212078,0.19689068877515425,-0.572325892628228,-0.13669202657703883,-0.0824716607533087,-0.2975846070399004,0.6417849251397479,-0.5667428972889621,-0.46332713693798766,-0.34209734284473625,0.5694594712710874,-0.618602516691261,-0.4356380658087806,0.30853675645175827,0.9368253197973371,0.47819354014149706,0.5611717649348976,-0.67312063144528,-0.2902350136230698,-0.0011787152378934795,0.2661876368697097,-0.048236412537331574,0.5061477257008046,-0.5454036104817432,0.7378271318644666,-0.18207431682022746,0.4382180226757719,0.7558856425460564,0.6635739751525743,0.10042110521458669,0.43376909687792997,0.15636144434824262,0.12865728841097845,0.4090471452153184,-0.240810108655795,-0.05384682885876346,-0.34725055806050165,0.21323257061439393,-0.4885960920624406
avocado,0.5257124232241652,0.19503228681036933,-0.22048038896106292,-0.10337446248725746,1.0,0.2881018315580297,0.5116554464763358,0.5556195677623312,-0.037935986618432116,0.15511712320304571,0.31650759253488403,0.148859118113293,0.5288207461831851,0.1822752690294045,-0.21273860967773262,0.3668178451416917,0.08471782558163055,0.10441653478592561,0.05422663234546776,-0.3011427136078564,0.031949194741644704,0.0031951458240404573,-0.04073522974453225,-0.41493217176289443,-0.19870588952696422,-0.40259659163131856,0.8091758899948569,-0.15454639672858006,-0.6797677348505848,-0.07756627178558562,0.6168288341264434,0.23723319819825972,0.1915787488392222,0.18904550549445487,-0.05986673586524338,0.046760297518120275,-0.05761923754713871,0.4685525224902465,0.323667173627329,-0.5596268091810472,0.13905559963635217,-0.5023249919535222,0.7239888821123974,0.05030884912592004,-0.6897046283020787,0.458335146986523,0.7027741422977504,0.283820649188253,-0.06668252566231292,0.018957398381354684,-0.25574667905161386,-0.25017823042509946,0.07680166720213599,-0.014697821145934098,0.10569454994172822,0.18559905137752253,-0.3684234574758414,-0.17748786856025212,-0.32536347564342316,0.38064268972499427,-0.005329881009439985,-0.052577366185258434,0.14377179897918613,0.7514752807031163,0.816593825574859,-0.2339640887075367,0.22344300887305313,-0.11209061735909165,0.3356165800616301,-0.4065092563460668,0.010058762581145575,-0.2115358236959668,0.33410173528753107,-0.12227105622652745,-0.29084174131055707,-0.16990846748285238,0.03904173575987058,0.6003589229243314,-0.6155734542532625,-0.567096016791919,0.30601841642501126,0.2991884312850157,-0.021150199145100412,-0.21661740580546684,-0.3128121580243901,-0.39327607295385314,0.19363244826303783,-0.2571751513993079,-0.31461500823315514,-0.8160543659593804,0.13313813057833834,-0.509557312674541,0.3341798771898814,-0.6171565253163211,0.6339540161894025,0.04576085741531555,-0.3034990285454029,-0.021889469390793614
banana,0.5272943005711188,0.24133952842859263,0.052451225682235814,-0.72698319929022,0.2881018315580297,1.0,0.4040660021481419,0.808984327674755,-0.5245431157784513,0.7427538854400217,-0.6961906366501607,0.12083344180762445,0.018272822046835224,0.41233011646444884,0.0757357370075944,0.7260158399378278,0.7963130352084432,0.39704220006420643,0.9111785435428079,-0.5771394250952664,-0.3588927368021817,-0.7991078965550176,-0.7683035867188135,-0.7010625761603761,0.44818033858062345,0.346962285946778,0.08663035906233019,-0.6588166460696883,-0.7591128445533974,0.8730435221858488,0.09809913489371591,-0.6577451519764015,-0.18466649871348806,0.8351809711454617,-0.753161628220089,0.5357371269369048,-0.7982957528233565,0.7479393960544851,0.9031128746515684,-0.8300094884433191,-0.6062115262300876,-0.5923348148441656,0.14963283402809158,0.7175446692695631,0.2283535180427947,-0.4388553959768471,0.11557407426954591,-0.5172004775331756,0.8686388805175096,-0.2539723580537694,0.3545685596403232,0.7096784768119162,0.6326643715331043,0.5484170612637377,0.8543461836444181,-0.6920467312231926,-0.8852155771621566,0.4350889341628106,0.43384721569996476,0.7998151185938347,-0.08125739665181353,0.8647228699836761,-0.24439686022961693,-0.017111292527308697,0.434724536019911,-0.7787300319284909,0.8242347467790717,0.8512477336537018,0.5238427956134228,-0.8288223478224783,0.8033956019678102,0.5748171810170387,-0.16877232570187317,-0.8681126082937571,-0.7836591456073765,-0.8231168194357168,0.8014958185933466,0.10716313538029032,-0.1899977458631832,-0.7850808719578177,-0.19993301360216575,-0.7162617952060515,0.8174141953787171,-0.4579500293677732,0.37416552370022016,-0.43208567854823676,-0.3350737381903528,-0.8920011018797958,-0.6369382570699227,-0.45236518385858493,-0.008053816722811025,-0.2540231510100135,-0.1554978210925111,0.03284182377862599,-0.06541108015095509,0.16433181942690744,-0.5801738540069796,0.8579541242229758
bean sprouts,0.8933028127828805,0.6331520996588962,-0.7486006990379761,-0.17418798105850986,0.5116554464763358,0.4040660021481419,1.0,0.5923113470953798,0.03042426967417411,-0.03618162393553881,0.06264639910205261,0.32072164225058564,0.689157188758042,0.6441904531580653,-0.6410971654469855,0.8067227576367663,0.041155577736440296,0.22030385183853818,0.1392806284103424,-0.32232771457723985,-0.4656738877313278,0.09644403716088279,-0.15329340086477194,-0.5924075852666908,-0.38930887411091897,-0.6811103530476936,0.8266529085846026,0.25606185702536344,-0.7108650811604689,0.46471016934465337,0.6042542211821301,0.37715690035739824,0.6366710443362814,0.09297258369514216,-0.27719847572514467,-0.16144451394700288,-0.4800897468995411,0.6879180442835163,0.5301654288343642,-0.40264153005626824,-0.10871862068615923,-0.6635093130909189,0.28920629376686535,0.05530521412598177,-0.654052573591335,0.06143001668971004,0.833961129566624,0.43667954240771323,0.34461138869608077,-0.13079366411231397,-0.4519317013619488,-0.1919468552594683,-0.11688499700082322,-0.27524375015735636,0.08224230922501152,0.2951009770369615,-0.2721071307933145,0.29939220260791843,-0.21507749727034198,0.7335239044701507,-0.5334400410158642,-0.028983525921726372,-0.5373698328643659,0.6579776018258275,0.764029992880163,-0.17987243394517627,0.03515113454058416,0.22104120107843206,0.8175489160286584,-0.5536458807436637,-0.1065791613746645,-0.44832441425259595,-0.15071859457644443,-0.13208832411896076,-0.12136313983880864,0.09257598213030394,0.029859924193477716,0.7479577908548292,-0.9171635073073099,-0.7006109499596014,0.6580417488040644,0.2201452594839003,0.33121241826394676,-0.6348589564379334,-0.5980197368438209,-0.8449915043716567,0.38806048143923566,-0.621681732387994,-0.29605688194636826,-0.6451335937932041,-0.41653548178038013,-0.7573567810823836,0.3537662404935409,-0.7137724321806362,0.18486227540796207,0.6296360489555292,-0.04057838017135196,0.0661561036391789
biscuit,0.6998404423326369,0.30584433514581466,-0.03849516475930148,-0.5822089472961052,0.5556195677623312,0.808984327674755,0.5923113470953798,1.0,-0.5041827101399741,0.7352420710730952,-0.4155897769400574,-0.10307232170658742,0.3553722144007432,0.31878114524307866,-0.06364816562456577,0.7473078484119494,0.5861046608234145,0.1846940677275818,0.699249196264929,-0.7927809086807822,-0.10143703575719831,-0.3693998989050167,-0.6250323290251403,-0.5936517351678452,0.11424451036755023,-0.009554817100979829,0.4095006317589074,-0.41966026450842,-0.9283971894526029,0.6128841537356076,0.6044096604851499,-0.3389245560280769,0.03741302954302128,0.7565394105902306,-0.5932767783994128,0.4081967893447991,-0.5442931547620811,0.7894218979651443,0.8853066371433174,-0.9188774161842423,-0.4951153532449697,-0.5328706847028291,0.4433792562838148,0.5030663394990924,-0.2446374837049028,-0.0263732372776726,0.3748514460936392,-0.10769269878738896,0.5644450374948895,-0.27985035870516484,0.026165043291436207,0.3962106680391082,0.4125757216361565,0.2662904282576708,0.7209095302415103,-0.3146388101510571,-0.7549871321963266,0.22674623129299243,0.1150735631360017,0.7899530527581827,0.05817755776028011,0.5984549113560317,-0.20135906399667625,0.4216749229660741,0.5925429185655448,-0.6878462144507562,0.7687464816483555,0.5119215698020698,0.6405776924984833,-0.5874641605974267,0.5769338860742319,0.2530217524107463,-0.03253262854779004,-0.6597815985041784,-0.771318242895147,-0.5833798525162575,0.6004818608972737,0.34311864199704534,-0.37966545337642255,-0.7845197065708769,0.033808425734044745,-0.2533106658178932,0.7539798653475958,-0.546546482924227,0.11168753539483944,-0.441458628652861,-0.2523617817031383,-0.6577935846420204,-0.6537940501121331,-0.6494945304561532,0.08029759895125377,-0.3490822994777061,0.23813559897058378,-0.28378584006025154,0.43767160765808377,0.10081011003981677,-0.6010978894170953,0.633971732889935
blueberry,-0.06414157843848822,-0.05687355424543128,-0.5803926912632598,0.24879827151542655,-0.037935986618432116,-0.5245431157784513,0.03042426967417411,-0.5041827101399741,1.0,-0.7510580949267833,0.43545382413752076,0.6688374594209723,0.26370179328810894,0.14357521975705745,-0.6869252592910144,-0.37270919671784686,-0.25737811208383965,-0.28157063139001437,-0.4852703514456198,0.6751374075199593,-0.5122345464723881,0.4500553258776603,0.4533943804605778,0.4667578476723282,-0.7489015433278654,-0.5029739310978902,0.197792286459895,0.26219167269644883,0.3904030974234556,-0.4112239708512946,-0.2291720937078443,0.6531573342022228,0.384209451283685,-0.8243824686264831,0.31844183170192686,-0.9112107885628298,0.021627515823039234,-0.018879132991285186,-0.29401029012721547,0.683544700220468,0.2503939218005613,0.21566777055705588,-0.4084528826394247,-0.06596544531929793,-0.21055471601733977,-0.1624620208877603,0.14034220765984906,0.46091843368892516,-0.5206753284338292,0.055908397924691156,-0.7540866033760558,-0.7197272075573833,-0.040087114593777784,-0.014921131092042295,-0.5890142660779669,0.3911963813760916,0.6647619031345251,0.33354217792436436,-0.7627486037566316,-0.3840933087348599,-0.12122738169353098,-0.6959349711336151,-0.21162294097205137,0.16046641982969834,-0.13989442443217515,0.15659867320543808,-0.7960871447556239,-0.6351161461572683,-0.32925572415617776,0.07113717506323758,-0.4764631540128883,-0.47891293462249207,-0.49969175761156626,0.5094577822555987,0.8768674723772728,0.49158534320925795,-0.29992730355369934,0.4537161658986192,-0.15490664346698502,0.2889655322789062,0.6166782608169938,0.504491673010624,-0.785782587950643,0.043788051677951745,-0.6107949443361069,-0.2671765899631753,0.3251854536422556,0.2457945908683271,0.3232620301393141,0.19666177214989877,-0.6564302393348957,-0.4942076928567545,-0.3790741320802966,-0.43703079331099737,0.07293675696581081,0.42702593615608087,0.9173522253681906,-0.6578623703117334
bread,0.0764801879610123,-0.2002733785294335,0.6078606407378677,-0.4693662693770766,0.15511712320304571,0.7427538854400217,-0.03618162393553881,0.7352420710730952,-0.7510580949267833,1.0,-0.5830820546462023,-0.3259260986009811,-0.3206333823749705,-0.1566387281503534,0.5118125389113237,0.3255022708838582,0.7203014336364195,0.33971842889206894,0.8330493303664649,-0.8000694465841718,0.231433466876517,-0.6600673882641446,-0.5790891865729422,-0.2975686125774253,0.641581036561186,0.567680324367084,-0.22136826241226526,-0.728987290002264,-0.5870705997999752,0.5504590978099303,0.1374339926813699,-0.8057002034735452,-0.5954938282997753,0.929928819310771,-0.440189479491099,0.7565456382450806,-0.37917140162718566,0.33307397586904763,0.6719404133226329,-0.8398095838924378,-0.44059899245225953,-0.11150406195373974,0.19820740176947627,0.5389284733893407,0.3360426592711896,-0.11393373937855222,-0.201191298293105,-0.657457948625066,0.6332181806233597,-0.043785464577967836,0.5507843256143671,0.8269762641417769,0.5473770861612393,0.4976906139947297,0.9305784026895167,-0.6323828588166496,-0.7415864767938452,-0.021568768243919623,0.5400843109265769,0.38351972488313035,0.4985644568803891,0.8885406179744286,-0.024091751906794245,-0.208393397248956,0.05002977136942088,-0.6925209853970746,0.9765269694878276,0.6632853762821475,0.1619522491959643,-0.3336405647778018,0.8529988289450537,0.753633438723892,0.09667103230254015,-0.6790346827846165,-0.9212252837105401,-0.861523129524663,0.7484374060040614,-0.3524374990435515,0.2697420995488723,-0.5178947949112744,-0.6372110143129057,-0.6476076559703019,0.7995800235330304,-0.03939120100028526,0.7449300763416773,0.18816716324668492,-0.4588108693604338,-0.38804515137223716,-0.7209699647871837,-0.16491028799483787,0.49060637706737653,0.2293518137574273,0.051014038738243284,0.2736048906253592,0.1845620767592333,-0.44670206738362817,-0.8098813272363037,0.8805999390077816
